system:index,Landcover_Class,B2,B3,B4,B5,B6,B7,B1
981_0,17,435,614,715,1396,2228,1890,353
983_0,2,362,545,567,1720,1495,961,282
988_0,0,471,511,242,53,20,11,397
990_0,11,272,510,639,1786,2339,1552,160
991_0,9,116,265,232,2406,822,362,59
992_0,0,590,756,598,108,20,14,474
994_0,3,215,517,429,2602,1526,832,146
995_0,3,439,750,753,1698,1072,800,362
996_0,11,292,467,349,2053,1446,827,268
998_0,0,461,417,152,42,17,14,392
1001_0,17,724,1040,1349,1981,2846,2660,591
1003_0,12,293,407,385,1441,1416,763,229
1004_0,0,168,235,199,358,388,294,134
1005_0,12,220,576,489,3044,1915,1028,190
1006_0,8,84,78,49,243,146,70,72
1007_0,12,436,600,542,1815,2039,1475,396
1009_0,17,266,382,410,1267,1053,767,228
1011_0,8,274,425,325,2767,1526,710,271
1012_0,16,613,909,1021,1835,2534,2331,466
1014_0,4,928,1142,1165,1956,1994,1641,801
1015_0,4,445,590,614,1513,1499,990,417
1016_0,0,290,191,104,56,42,26,331
1017_0,12,455,679,572,2082,2302,1483,399
1018_0,0,467,510,249,46,20,9,391
1020_0,12,353,663,681,2262,2941,1880,239
1022_0,12,465,781,620,2804,2360,1340,414
1024_0,9,92,176,141,1365,628,291,44
1028_0,2,480,639,710,2240,1769,1245,393
1032_0,9,39,70,62,336,211,105,32
1033_0,8,162,282,198,2114,1058,445,125
1035_0,4,553,835,848,1629,1369,1062,421
1038_0,11,226,482,472,2303,2154,1265,132
1039_0,0,265,169,90,50,37,24,304
1041_0,5,893,1034,1098,1304,1316,1143,844
1045_0,4,989,1164,1204,1976,1605,1158,873
1049_0,8,133,244,234,838,900,537,85
1050_0,2,585,749,837,1629,2287,1715,505
1052_0,3,139,351,317,2053,967,571,61
1053_0,17,299,730,420,3885,1493,726,240
1054_0,0,465,402,135,43,19,12,388
1059_0,3,573,742,771,1811,1361,993,471
1064_0,3,518,706,749,1752,1543,1143,437
1066_0,17,260,461,393,2119,1571,903,229
1067_0,0,270,425,354,847,917,616,232
1069_0,2,360,552,695,2430,1628,893,301
1071_0,3,284,469,438,1852,1155,689,215
1072_0,17,396,464,514,810,1190,967,391
1074_0,12,478,768,774,2180,3205,2132,385
1077_0,3,400,503,527,1234,1077,905,343
1080_0,9,179,324,266,1824,1022,512,117
1081_0,11,382,552,529,1813,2072,1277,319
1083_0,3,450,638,659,1603,1353,935,372
1084_0,17,343,427,509,1315,1552,994,312
1086_0,17,366,639,634,2047,1608,1153,282
1087_0,12,832,1249,1366,3071,3704,2449,640
1090_0,12,343,635,542,2441,2485,1501,261
1091_0,17,193,521,345,3346,1470,741,141
1096_0,11,515,692,661,2465,2586,1519,487
1099_0,11,228,318,350,927,937,596,180
1102_0,11,263,503,507,1530,1803,1178,170
1105_0,11,141,318,356,1464,1364,803,62
1106_0,0,382,511,366,107,40,23,322
1107_0,17,404,677,577,2317,1774,1100,329
1109_0,9,130,283,235,1744,1238,655,75
1110_0,12,260,600,403,3121,1825,994,198
1113_0,17,490,674,766,1667,2371,1609,444
1114_0,9,118,159,105,808,400,193,95
1115_0,8,247,356,267,3083,1263,604,219
1116_0,0,426,577,396,82,31,21,351
1117_0,12,267,486,315,2241,1187,719,255
1118_0,12,341,763,387,4216,2183,1111,324
1120_0,9,107,192,165,906,734,412,68
1121_0,17,275,457,401,2189,1512,832,253
1123_0,12,291,577,488,2244,1743,981,221
1125_0,8,4,99,89,1121,508,219,-55
1127_0,12,266,600,438,2837,2002,1112,190
1129_0,17,267,487,291,3741,1708,743,276
1130_0,12,337,720,573,3166,2353,1355,264
1131_0,0,196,143,74,45,30,21,228
1132_0,9,266,337,315,1291,1047,622,220
1134_0,11,417,655,649,2329,2427,1498,371
1138_0,17,540,777,904,1844,2275,1748,454
1140_0,12,307,506,555,1212,1557,1031,231
1141_0,12,642,953,1117,2372,3449,2439,536
1142_0,3,468,677,719,1912,1318,910,371
1143_0,4,692,782,861,1564,1547,1247,633
1144_0,17,579,897,1168,1788,2387,2009,466
1147_0,2,657,1086,1336,2099,1573,1377,464
1149_0,0,334,302,111,42,25,10,305
1150_0,12,369,660,562,2959,2403,1417,325
1151_0,0,432,467,209,52,22,14,349
1153_0,12,327,562,588,1853,2241,1423,257
1155_0,0,313,221,90,42,20,9,339
1156_0,4,703,873,965,1610,1370,1086,614
1157_0,17,210,385,316,1688,900,503,170
1158_0,8,109,255,187,2231,749,305,82
1159_0,2,437,782,677,2858,3066,1930,361
1160_0,9,185,373,252,3237,1339,557,133
1163_0,12,294,491,477,1229,1811,1258,205
1165_0,12,338,674,504,2972,1931,1040,276
1167_0,17,830,1101,1217,1601,2158,1810,720
1169_0,4,484,686,765,1603,1100,895,429
1171_0,3,458,547,482,724,624,451,354
1172_0,17,296,714,379,4120,1454,650,263
1174_0,12,472,830,706,3041,2539,1536,413
1177_0,9,252,370,377,1341,1402,840,228
1182_0,8,92,193,129,2090,626,259,53
1184_0,8,169,358,249,3744,1188,494,119
1185_0,3,817,1002,1096,1722,1689,1440,733
1187_0,17,437,616,609,1683,1922,1444,414
1190_0,11,71,152,116,1060,378,173,42
1192_0,19,300,496,389,1665,1004,591,268
1196_0,12,556,756,871,1644,2881,2012,463
1197_0,12,301,452,366,1628,1568,993,275
1198_0,4,557,820,869,1773,1490,1144,450
1199_0,17,420,565,566,2184,1976,1425,384
1201_0,11,375,513,493,1236,1059,659,339
1202_0,5,1253,1391,1426,1423,1677,1601,1147
1204_0,11,550,937,1205,1736,2658,2269,416
1205_0,3,369,577,676,1455,1211,913,277
1208_0,0,538,692,523,89,24,13,418
1211_0,9,441,704,719,2095,1915,1108,296
1213_0,5,335,701,681,2372,1633,1307,120
1214_0,12,329,554,554,1737,2367,1556,267
1215_0,2,237,470,476,2479,1618,887,179
1216_0,0,491,512,226,46,20,14,435
1217_0,8,70,88,45,526,187,77,48
1218_0,0,321,844,738,198,34,25,296
1219_0,0,289,445,428,227,51,36,258
1223_0,12,439,706,610,2512,2395,1366,374
1224_0,0,196,149,74,38,27,16,210
1226_0,9,277,396,366,1666,1236,675,240
1227_0,9,84,110,68,680,279,118,56
1228_0,12,461,732,930,1673,2354,1947,350
1229_0,12,421,660,574,2085,2491,1574,323
1230_0,8,131,373,310,3201,1635,749,67
1233_0,0,387,382,132,35,22,12,354
1235_0,12,335,524,601,1621,2179,1515,258
1236_0,17,360,682,727,2226,1768,1106,252
1237_0,12,325,592,464,2203,1692,1072,271
1238_0,2,229,585,287,3793,1508,685,178
1241_0,12,436,680,557,2167,2635,1683,400
1243_0,0,540,672,416,71,21,11,469
1244_0,11,24,82,54,554,333,166,-29
1245_0,9,78,141,125,795,426,226,27
1247_0,5,1524,1842,1972,2085,3282,3208,1161
1249_0,12,1234,1549,1753,2449,2254,1803,1028
1251_0,11,447,661,517,2726,2330,1319,410
1252_0,3,197,440,421,1823,1174,705,135
1254_0,0,430,613,473,111,36,18,345
1255_0,11,269,265,184,395,414,339,283
1258_0,11,267,493,501,2134,1902,1123,195
1260_0,0,207,153,74,46,35,21,213
1262_0,0,190,143,71,38,24,15,219
1266_0,2,97,202,143,1803,505,202,65
1268_0,19,354,562,577,451,141,93,294
1274_0,6,2885,3502,3796,4751,5210,3214,2438
1277_0,12,250,366,379,1592,1523,919,208
1278_0,0,587,752,637,119,19,10,479
1281_0,12,569,916,919,2677,2803,1763,461
1283_0,12,405,810,574,3203,2174,1256,330
1284_0,9,95,190,121,1220,499,217,64
1285_0,17,419,547,574,1556,1898,1494,375
1287_0,17,624,1045,1271,2649,3330,2845,464
1290_0,0,289,188,99,61,44,31,327
1291_0,12,247,495,403,2153,1873,1075,175
1294_0,4,485,897,998,1825,1761,1450,296
1297_0,7,206,375,278,3081,1461,635,177
1299_0,17,430,593,757,1207,1695,1445,312
1300_0,3,116,350,265,2601,1116,567,31
1304_0,0,504,531,237,53,25,14,452
1307_0,0,376,223,94,41,20,12,379
1308_0,0,207,167,77,41,25,18,219
1309_0,3,730,927,1172,1861,2412,2187,647
1310_0,8,100,110,52,561,165,75,95
1311_0,5,1246,1507,1593,1771,1687,1388,1113
1312_0,4,470,759,794,1765,1467,1149,311
1313_0,5,762,824,847,953,1068,907,688
1316_0,12,253,599,408,3313,2084,1043,186
1317_0,2,603,1099,854,4695,2804,1661,464
1318_0,8,112,236,167,1927,692,289,77
1322_0,12,324,553,510,1808,1903,1354,252
1324_0,17,383,633,620,2036,1679,1076,338
1325_0,0,658,840,830,268,21,16,545
1327_0,12,476,854,547,4024,2625,1367,454
1329_0,9,208,428,462,1777,1681,946,107
1330_0,8,165,216,141,1021,438,200,160
1331_0,11,191,372,397,1206,1201,758,107
1334_0,12,505,804,881,2115,3346,2425,411
1335_0,0,213,156,83,47,27,24,215
1338_0,9,209,447,514,2034,1769,1003,110
1339_0,17,859,1174,1488,2150,2879,2376,697
1340_0,12,393,614,767,1429,2188,1685,262
1341_0,12,412,694,551,2624,2162,1201,367
1342_0,0,315,305,149,69,33,17,321
1346_0,9,238,370,248,1649,1057,556,214
1347_0,19,244,290,279,593,385,287,243
1352_0,8,153,277,279,1361,1129,622,90
1354_0,9,222,386,351,1837,1565,861,192
1355_0,2,467,595,604,1104,1001,785,421
1358_0,0,592,926,1158,1064,90,51,572
1360_0,11,498,601,583,1724,2038,1413,469
1361_0,8,124,249,197,2557,769,340,109
1367_0,9,256,280,256,1032,873,510,227
1378_0,12,327,580,498,2497,1813,954,250
1379_0,0,219,159,78,51,30,24,228
1380_0,2,229,337,317,1635,937,536,188
1382_0,17,527,742,909,1363,1947,1652,433
1384_0,4,394,562,585,1441,1349,1020,310
1385_0,12,357,720,503,3048,2412,1298,271
1386_0,17,209,597,386,3083,1368,621,131
1388_0,2,350,570,461,2542,1706,977,320
1392_0,17,521,713,665,1790,1728,1187,478
1395_0,12,493,787,815,2502,2848,1712,428
1399_0,12,575,810,801,2409,2837,1805,489
1402_0,12,592,997,992,2809,2693,1648,467
1406_0,0,247,174,82,48,26,11,258
1407_0,4,503,761,849,1582,1423,1186,377
1409_0,17,354,597,704,2257,2194,1452,303
1411_0,2,643,1007,968,2961,2634,1920,552
1413_0,17,486,782,813,2048,2159,1726,413
1416_0,0,310,193,97,48,31,25,355
1418_0,19,269,392,423,985,1073,696,213
1419_0,8,64,124,113,842,590,277,23
1420_0,11,29,117,107,959,413,233,-4
1424_0,9,224,422,461,1467,1298,801,121
1425_0,12,584,954,1123,3254,3782,2305,453
1429_0,11,130,246,179,1840,699,373,99
1430_0,11,131,308,346,1543,1354,761,55
1439_0,2,398,653,609,2117,2056,1337,309
1440_0,11,294,528,606,1865,1973,1276,191
1444_0,0,213,280,179,121,105,84,187
1446_0,11,97,200,184,841,712,409,60
1447_0,17,457,684,744,2321,2431,1515,404
1448_0,18,245,422,422,1951,1451,930,197
1450_0,2,392,786,669,3614,1859,1179,305
1451_0,2,543,859,924,2187,2458,1739,432
1453_0,12,260,481,387,1803,1594,957,192
1454_0,9,141,282,180,2559,964,374,101
1456_0,2,432,540,703,1614,2042,1311,371
1457_0,12,388,710,572,2542,2014,1113,316
1458_0,11,276,458,451,1355,1414,884,252
1460_0,0,567,682,448,76,20,12,486
1463_0,9,79,234,209,1538,838,423,8
1466_0,12,495,794,868,2026,2060,1437,372
1467_0,8,317,435,417,1840,1603,929,277
1468_0,17,461,683,829,1211,2083,1867,363
1470_0,12,419,699,807,2091,2949,1972,292
1471_0,8,70,147,78,1244,410,171,37
1473_0,0,237,207,83,37,27,16,249
1474_0,0,504,625,383,62,19,13,424
1475_0,9,67,107,81,674,348,166,39
1476_0,0,401,422,267,206,106,62,355
1482_0,17,182,368,253,2422,1173,513,176
1483_0,17,259,605,492,2290,1272,682,162
1489_0,17,368,684,468,3549,2060,1123,349
1492_0,0,290,323,224,123,54,31,302
1493_0,12,446,695,640,2231,2516,1564,374
1497_0,11,403,627,654,2055,2044,1239,286
1502_0,9,156,261,220,1414,988,501,126
1504_0,4,774,1202,1319,1698,1417,1064,630
1505_0,12,488,743,712,2268,3334,2159,414
1511_0,17,338,599,438,3034,1740,869,314
1512_0,17,361,736,716,2810,1708,952,160
1515_0,0,582,763,633,114,21,10,468
1517_0,12,420,802,743,2982,2691,1497,304
1522_0,17,313,520,537,2065,1650,957,282
1525_0,9,217,396,365,2369,1589,795,149
1526_0,0,567,758,596,122,34,25,462
1531_0,12,464,627,648,1644,2011,1329,408
1534_0,4,607,993,1116,2372,2033,1532,427
1536_0,17,638,821,998,1533,2325,2172,544
1537_0,0,161,255,180,222,154,122,125
1538_0,0,363,246,106,37,22,11,378
1540_0,5,2239,2754,2926,3072,2590,1534,2034
1541_0,8,16,100,76,1115,298,123,-23
1542_0,7,222,355,247,2689,1310,556,209
1543_0,8,196,362,281,2938,1200,511,136
1544_0,2,213,303,199,2053,1088,535,174
1546_0,2,489,805,702,2495,1810,1199,368
1547_0,17,295,569,365,3609,1618,819,257
1549_0,12,688,1070,1230,2677,3377,2163,520
1556_0,12,337,565,457,2060,1809,1084,295
1558_0,0,360,348,155,44,20,10,355
1559_0,9,145,231,173,1496,820,361,84
1562_0,12,474,798,696,2985,2317,1272,364
1563_0,4,276,383,394,1286,817,601,163
1564_0,9,361,523,482,1744,1763,991,308
1565_0,8,249,464,371,3394,1792,792,189
1566_0,0,555,677,637,477,85,55,461
1567_0,17,295,527,454,2485,1468,917,251
1572_0,17,592,816,1059,1655,2642,2522,504
1574_0,17,710,861,1041,1607,2478,2089,632
1578_0,17,632,799,922,1398,2164,1755,548
1580_0,12,269,569,388,3073,1790,885,204
1587_0,12,354,532,547,1467,2033,1520,280
1590_0,8,38,101,61,1126,261,111,10
1591_0,9,67,171,131,1842,796,320,16
1597_0,2,295,437,413,2762,1179,613,246
1601_0,3,537,672,684,1766,1174,799,478
1603_0,17,305,382,439,719,1595,1394,275
1604_0,11,378,469,455,1278,1565,966,353
1607_0,2,51,147,83,1632,424,179,24
1609_0,17,338,813,731,2397,1814,1256,211
1611_0,0,533,641,407,69,24,15,442
1612_0,0,604,742,520,93,21,10,501
1614_0,19,389,585,624,638,800,513,329
1615_0,12,675,1006,1089,2672,4202,2719,555
1617_0,8,170,241,151,1260,483,211,157
1619_0,11,482,619,594,1782,2021,1402,441
1621_0,12,349,644,643,2635,2845,1855,258
1624_0,19,498,623,698,1293,1811,1314,436
1625_0,17,289,510,377,2694,1362,752,251
1631_0,9,156,280,256,1428,1059,577,84
1633_0,9,300,442,482,1015,1093,694,250
1635_0,12,377,493,595,1724,2354,1474,291
1637_0,2,419,589,607,2148,2237,1463,351
1638_0,11,229,424,490,1616,1853,1209,169
1640_0,12,510,866,851,3296,2821,1812,431
1641_0,17,279,424,514,1421,1441,1004,230
1643_0,17,238,306,346,556,1170,990,217
1644_0,12,431,737,801,2838,2983,1788,303
1645_0,11,827,1267,1369,2569,2663,1905,602
1646_0,4,283,538,528,2150,1543,868,206
1647_0,11,142,283,343,1282,1670,1064,65
1651_0,8,68,303,186,4082,1125,402,8
1657_0,12,333,674,556,2766,2416,1531,255
1658_0,0,437,595,407,74,27,13,344
1659_0,0,388,361,137,47,18,12,354
1664_0,4,554,873,920,1465,1473,1241,394
1666_0,17,401,675,537,2270,1654,1076,367
1668_0,0,630,838,935,671,41,30,519
1669_0,5,573,776,773,1239,1124,961,447
1670_0,0,217,167,75,40,24,14,239
1674_0,11,395,564,598,1761,2217,1362,285
1675_0,19,296,481,504,531,637,413,214
1677_0,0,249,198,89,38,21,14,272
1678_0,8,68,104,67,372,203,114,52
1680_0,12,290,578,394,2490,1949,1123,234
1681_0,17,488,707,902,1546,2144,1656,362
1684_0,17,418,618,801,1237,2072,1792,360
1686_0,8,100,154,99,930,418,191,79
1688_0,4,582,541,498,649,578,469,560
1690_0,17,271,378,338,1504,929,569,227
1692_0,17,310,535,528,2161,1611,888,230
1693_0,19,314,452,456,1468,1521,990,274
1694_0,17,370,576,535,1992,1606,1053,327
1695_0,11,303,431,417,1819,1623,937,238
1696_0,12,451,700,789,2136,2473,1720,345
1702_0,0,325,365,204,55,21,13,281
1704_0,11,170,327,303,1331,1417,828,107
1707_0,11,184,347,410,1313,1987,1292,97
1710_0,12,255,411,509,1116,1912,1547,201
1712_0,12,428,608,610,1837,2354,1445,363
1713_0,8,97,253,189,2229,956,404,59
1714_0,17,329,431,504,716,1131,984,266
1715_0,8,66,59,30,285,53,23,48
1717_0,2,186,317,285,1688,881,455,123
1719_0,11,431,786,920,2277,3224,2002,310
1720_0,12,302,347,397,1205,1159,768,302
1722_0,9,145,260,171,1770,782,347,114
1723_0,17,528,782,945,1481,2086,1731,461
1724_0,4,570,802,734,2465,1910,1262,469
1730_0,0,478,598,392,68,17,14,385
1731_0,17,297,481,529,1670,1761,1008,233
1732_0,11,359,659,388,2938,1896,986,339
1735_0,8,49,130,85,1176,413,159,16
1736_0,11,108,271,320,1249,1290,765,22
1742_0,12,450,649,641,1853,2381,1556,385
1744_0,3,474,733,750,1711,1426,1013,407
1745_0,8,125,267,256,1384,1204,662,32
1747_0,9,136,305,224,2205,961,432,87
1748_0,12,498,706,885,1604,2865,2249,408
1749_0,17,510,799,918,1698,2143,1806,466
1751_0,11,180,365,386,1562,1403,838,114
1754_0,17,692,901,995,1942,2214,1941,614
1755_0,12,866,1205,1538,2379,3297,2748,730
1756_0,0,201,143,74,37,26,17,207
1764_0,11,148,343,393,1535,1640,1042,76
1765_0,17,249,588,407,3187,1676,853,224
1767_0,17,583,833,911,2277,2228,1621,515
1768_0,17,463,671,705,2574,2299,1491,398
1771_0,11,161,382,488,2088,2184,1331,59
1772_0,8,123,238,158,2530,701,282,93
1773_0,0,221,184,84,41,28,19,229
1776_0,4,390,492,594,1772,1324,1015,388
1777_0,17,367,513,503,1593,1583,1030,314
1783_0,11,248,388,336,1892,1366,752,216
1785_0,12,364,538,418,2020,1815,967,327
1787_0,8,114,185,113,1593,576,232,73
1789_0,0,256,196,93,57,30,26,261
1792_0,0,231,172,84,38,17,12,246
1793_0,19,399,509,601,1593,1749,1258,358
1796_0,17,594,794,960,1360,1938,1615,527
1799_0,0,273,273,120,69,57,40,246
1801_0,17,256,422,384,2080,1543,844,241
1802_0,9,77,120,96,607,413,220,63
1803_0,17,470,593,658,1154,1828,1613,420
1806_0,2,304,467,428,1960,1119,658,227
1808_0,12,475,866,838,3042,3200,2033,377
1809_0,0,635,810,734,169,26,17,531
1810_0,12,288,697,375,3963,1699,812,256
1811_0,12,486,845,690,3087,2592,1457,423
1812_0,9,108,174,167,422,546,354,72
1813_0,17,421,503,556,758,1184,932,365
1814_0,9,211,410,340,2393,1327,654,158
1815_0,0,310,282,121,35,18,14,315
1819_0,0,532,472,184,51,25,13,481
1823_0,3,582,734,847,2175,2133,1434,484
1825_0,0,532,630,397,59,16,11,452
1826_0,12,607,963,1081,1670,2138,1534,463
1834_0,17,611,887,944,1088,1575,1621,495
1837_0,0,587,756,612,110,20,6,479
1838_0,12,99,134,75,313,189,114,66
1839_0,11,368,558,615,1681,1814,1233,267
1840_0,8,314,472,452,2144,1906,992,253
1841_0,0,338,411,298,113,48,21,332
1844_0,17,544,803,818,2490,2206,1479,472
1846_0,11,441,563,525,1982,2139,1251,412
1847_0,19,537,713,781,2062,2312,1420,468
1848_0,17,303,328,357,578,1284,1146,283
1849_0,0,280,184,96,54,35,25,324
1851_0,0,541,682,468,77,18,10,432
1853_0,17,571,762,861,1254,2049,1940,465
1857_0,17,418,679,799,1728,2016,1490,305
1860_0,4,718,880,917,1889,1516,1143,627
1861_0,12,380,706,546,2484,1974,1111,324
1863_0,9,68,167,163,970,526,283,30
1864_0,0,264,173,90,44,29,21,317
1865_0,11,289,524,586,1933,2054,1298,191
1869_0,19,438,503,606,1367,1644,1250,390
1870_0,11,353,586,542,1898,2024,1301,291
1872_0,11,448,608,647,1850,2527,1589,373
1875_0,11,532,792,798,2460,3401,2057,467
1879_0,3,366,456,465,1704,1466,1077,313
1882_0,17,393,574,687,1195,1519,1280,351
1884_0,0,237,216,89,42,29,15,228
1885_0,5,1253,1452,1525,1673,1799,1607,1061
1891_0,9,182,372,289,2965,1479,661,133
1892_0,12,307,618,463,2793,2158,1126,231
1894_0,4,506,707,796,1407,1335,1060,381
1895_0,0,407,373,155,69,28,13,387
1898_0,12,405,809,738,3434,1935,1125,321
1902_0,0,362,351,136,41,26,13,345
1903_0,12,356,665,462,2888,2016,1077,298
1904_0,17,283,457,575,1235,1119,899,189
1908_0,0,86,189,137,1059,406,203,54
1909_0,4,277,534,593,1064,1056,883,123
1912_0,0,236,211,101,35,14,15,249
1913_0,17,284,535,373,3066,1983,1005,249
1914_0,17,380,664,729,1918,1843,1360,299
1916_0,8,38,120,76,1477,572,253,-19
1917_0,9,123,233,214,955,668,397,72
1920_0,0,330,427,294,103,40,22,286
1921_0,4,505,675,737,1402,1153,1008,467
1923_0,17,370,555,550,1974,1476,954,305
1926_0,11,484,841,995,2379,2812,1750,306
1927_0,0,445,552,311,54,14,9,364
1928_0,4,650,756,828,1111,1385,1229,586
1931_0,11,437,659,675,2145,2533,1512,388
1933_0,17,580,858,870,2047,1860,1345,464
1934_0,11,241,579,331,3353,1488,685,195
1935_0,8,54,94,60,904,215,88,44
1936_0,12,345,704,603,2448,2613,1616,244
1937_0,9,278,402,332,2230,1429,696,240
1940_0,9,166,286,254,964,824,507,129
1941_0,12,641,886,942,2326,3785,2432,559
1942_0,11,257,461,557,1599,1700,1028,145
1943_0,0,154,237,148,139,166,150,124
1946_0,4,470,676,793,1789,1255,1012,340
1947_0,17,184,378,317,2535,1296,750,174
1949_0,12,269,414,295,2735,1207,608,253
1950_0,17,532,949,1021,2380,2259,1540,343
1953_0,0,538,738,688,164,20,16,434
1954_0,12,395,587,470,2052,2073,1357,380
1956_0,11,262,383,402,1520,1914,1103,205
1957_0,17,547,854,797,3708,2599,1552,472
1961_0,17,465,679,934,1569,2820,2636,372
1965_0,3,355,421,424,1598,1149,791,303
1969_0,0,477,507,231,55,29,18,424
1971_0,0,446,322,124,57,28,19,437
1973_0,2,247,530,462,2801,1901,1147,109
1975_0,11,223,301,258,908,976,614,216
1976_0,4,455,811,983,1643,1639,1392,255
1977_0,5,3484,3589,3665,4180,2871,1809,3152
1979_0,0,400,366,128,43,29,16,348
1980_0,19,360,562,430,3139,1908,936,344
1984_0,17,714,952,1096,1577,2391,2090,601
1985_0,17,363,548,556,2006,1823,1135,337
1987_0,0,195,142,73,42,29,16,213
1988_0,17,268,498,440,2458,1811,986,238
1989_0,11,492,953,1045,3085,3162,1819,307
1990_0,11,501,699,714,2352,2547,1478,403
1991_0,17,381,753,462,4391,1971,953,363
1993_0,17,256,352,353,2056,1219,645,232
1994_0,8,208,317,290,2199,1060,531,147
1996_0,8,120,179,136,1062,471,241,72
2001_0,11,442,861,880,2989,3324,2113,310
